"journal_name.keyword: Descending",Count
"Disease-a-Month",4151
"Orthopaedic Nursing",4149
"Pharmacology & Toxicology",4149
"Journal of Range Management",4148
"Optics and Spectroscopy",4148
"Social History of Medicine",4147
"Annals of Allergy, Asthma & Immunology",4146
"The Journal of Genetic Psychology",4145
"Mathematics Magazine",4144
"Integrated Ferroelectrics",4141
"Nutrition, Metabolism and Cardiovascular Diseases",4141
"Acta Pathologica Microbiologica Scandinavica",4140
"Revista Española de Cardiología (English Edition)",4140
"Studies in History and Philosophy of Science Part A",4140
"Psychological Science",4139
"Structural Chemistry",4138
"The Journal of the American Dental Association (1922)",4138
"Refugee Survey Quarterly",4137
"Cell Death and Differentiation",4136
"Experimental and Therapeutic Medicine",4136
"Journal of Fluency Disorders",4136
"Journal of Transport Geography",4134
"Integral Equations and Operator Theory",4133
"Investigational New Drugs",4132
"Animal Genetics",4131
"The Journal of American Culture",4130
"Science and Public Policy",4129
"Critical Reviews in Oncology/Hematology",4128
"Molecular Carcinogenesis",4128
"Molecular Neurobiology",4128
"Journal of Perinatology",4126
"JAMA Internal Medicine",4125
"Journal of Vegetation Science",4124
"Australasian Psychiatry",4123
"Archivos de Bronconeumología",4120
"Computer Methods and Programs in Biomedicine",4114
"Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics",4112
"Journal of Money, Credit and Banking",4107
"Journal of Molluscan Studies",4102
"International Journal of Hematology",4100
"Lecture Notes in Electrical Engineering",4100
"Behavioral Ecology",4099
"Topics in Catalysis",4099
"Journal of Applied Geophysics",4096
"Atlantic Economic Journal",4092
"Austral Ecology",4091
"Policy Studies Journal",4091
"Current Opinion in Neurobiology",4088
Cytotherapy,4087
"Journal of Personality",4087
"Public Health Reports (1896-1970)",4085
"Weed Research",4085
"Behavior Genetics",4079
"Materials Research Express",4078
"Cellular and Molecular Neurobiology",4076
"Oncology Reports",4076
"Computational Mechanics",4070
Mutagenesis,4070
"Organic & Biomolecular Chemistry",4067
"Parasitology International",4064
"Physics of Fluids B: Plasma Physics",4062
"The Chemical Engineering Journal",4061
"Zeitschrift für Gastroenterologie",4060
"The British Journal of Social Work",4057
"Lasers in Medical Science",4056
"Science & Sports",4055
"Synthesis and Reactivity in Inorganic and Metal-Organic Chemistry",4055
"Disability and Rehabilitation",4053
"Journal de Gynécologie Obstétrique et Biologie de la Reproduction",4051
"Journal of Reconstructive Microsurgery",4050
"The Journal of British Studies",4049
Biogeochemistry,4047
"Journal of Biological Education",4047
"Journal of Cardiovascular Magnetic Resonance",4046
"Journal of the Air Pollution Control Association",4045
"New Zealand Journal of Agricultural Research",4044
"Biological Invasions",4043
"Genetics Selection Evolution",4043
"Journal of Sports Sciences",4042
"Current Opinion in Gastroenterology",4041
"Naunyn-Schmiedebergs Archiv für Experimentelle Pathologie und Pharmakologie",4041
"IEEE Aerospace and Electronic Systems Magazine",4040
"International Review of Education",4039
"Quality and Reliability Engineering International",4039
"EP Europace",4038
"Progrès en Urologie",4037
"The Cornell Hotel and Restaurant Administration Quarterly",4036
"International Journal for Numerical and Analytical Methods in Geomechanics",4035
"Journal of Radioanalytical Chemistry",4032
"Journal of Climate",4031
"Experimental Physiology",4029
"Australian Critical Care",4025
"Der Gynäkologe",4022
"Journal of Biomolecular NMR",4021
"PLoS Pathogens",4021
"Current Orthopaedics",4020
"Equine Veterinary Education",4020
Hybridoma,4020
"Electronics and Communications in Japan (Part II: Electronics)",4019
"Cell Proliferation",4016
"Journal of Electron Microscopy",4016
"Science of Computer Programming",4016
"Journal of Mechanical Design",4014
"Journal of Mathematical Biology",4012
"Biochemical Engineering Journal",4009
"Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques",4008
"Modern Language Notes",4008
"Nature Materials",4008
"Insectes Sociaux",4006
"Journal of Nanomaterials",4006
"Shakespeare Quarterly",4006
"Studia Logica",4006
"Food Hydrocolloids",4003
"Journal of Veterinary Diagnostic Investigation",3998
"Ophthalmic Plastic & Reconstructive Surgery",3996
"The Knee",3994
Ionics,3991
"Geologiska Foereningan i Stockholm. Foerhandlingar",3989
"Environmental and Molecular Mutagenesis",3988
"Neural Computing and Applications",3986
"Plasma Sources Science and Technology",3985
"Communications on Pure and Applied Mathematics",3983
Leukemia,3983
"British Journal of Educational Psychology",3982
"TEACHING Exceptional Children",3982
"Dimensions of Critical Care Nursing",3981
"Contemporary Physics",3980
"The British Journal for the Philosophy of Science",3978
"Organic Process Research & Development",3976
Notes,3975
"Journal of Crustacean Biology",3974
"IET Communications",3973
"American Journal of Community Psychology",3972
"Parasite Immunology",3971
"Journal of South American Earth Sciences",3970
"International Journal of Legal Medicine",3968
"Journal of Anatomy",3968
"Journal of Education for Business",3968
"Cancer Science",3967
"Focus on Powder Coatings",3967
Interfaces,3967
"Strahlentherapie und Onkologie",3966
"Journal of Wuhan University of Technology-Mater. Sci. Ed.",3965
"Journal of Fluorescence",3964
"Journal of Interpersonal Violence",3961
"Acta Botanica Neerlandica",3958
Africa,3958
"Journal - American Water Works Association",3955
"Advances in Atmospheric Sciences",3954
"Journal of Photochemistry",3953
"Materials and Structures",3952
"Réanimation Urgences",3951
"Deep Sea Research and Oceanographic Abstracts",3949
"The Breast Journal",3949
"Injury Prevention",3948
"Acta Applicandae Mathematicae",3945
"Natur und Recht",3945
"Genome Research",3944
"Journal of Molecular Neuroscience",3941
Ostrich,3941
"Materia Japan",3940
"Applied Magnetic Resonance",3938
"Network Security",3937
Ethology,3933
"Central European History",3932
"Powder Diffraction",3931
Tectonics,3931
"The Southwestern Naturalist",3931
"Fish Physiology and Biochemistry",3930
"International Journal of Technology Assessment in Health Care",3927
"ReiseRechts aktuell",3927
"Personnel Psychology",3924
"British Journal of Educational Technology",3923
"Polar Record",3923
"Nanoscale Research Letters",3918
"Family Process",3916
"The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science",3915
"Anti-Cancer Drugs",3914
Monist,3913
"Vigiliae Christianae",3913
"Chinese Physics",3912
"Journal of Physical Therapy Science",3911
"Journal of the Royal Society of Medicine",3910
"Engineering Failure Analysis",3909
"Journal of Analytical Psychology",3909
"Urologia Internationalis",3908
"The Back Letter",3906
"International Journal of Clinical Practice",3905
"Progress in Particle and Nuclear Physics",3902
"IETE Technical Review",3901
"Journal of Pharmacological and Toxicological Methods",3899
"Journal of Photopolymer Science and Technology",3899
"Journal f�r Praktische Chemie",3897
"Modern Pathology",3896
"Chinese Journal of Oceanology and Limnology",3895
Cities,3895
"AIDS Care",3894
Demography,3894
"Labour / Le Travail",3891
Calphad,3890
Cellulose,3890
"Environmental Impact Assessment Review",3889
"Journal of Geodynamics",3885
"Seminars in Arthritis and Rheumatism",3884
"Canadian-American Slavic Studies",3882
"Experimental Dermatology",3882
"Journal of Midwifery & Women's Health",3882
"Endocrine Journal",3881
"The American Political Science Review",3879
"Journal of Molecular Medicine",3877
"Industrial Law Journal",3876
"Journal of Agricultural Engineering Research",3876
"Inorganic Materials",3874
"International Review of Social History",3871
"Fluid Dynamics Research",3868
"Monumenta Nipponica",3867
"American Journal of Clinical Hypnosis",3863
"Archives of Otolaryngology–Head & Neck Surgery",3863
"Journal of the Aeronautical Sciences",3861
"Journal of Political Economy",3860
"Current Anthropology",3858
"Journal of Marketing Research",3858
"Sexually Transmitted Diseases",3857
"Laboratory Animals",3853
"Materials Science in Semiconductor Processing",3851
"Ultrasonics Sonochemistry",3851
"Medical Teacher",3848
"Psychology and Aging",3848
"Acta Metallurgica et Materialia",3845
"International Biodeterioration & Biodegradation",3845
Intelligence,3844
"Advanced Engineering Materials",3843
"Infection, Genetics and Evolution",3843
Circulation,3842
"Natural Product Research",3841
"European Journal of Heart Failure",3840
"IEEE Transactions on Applied Superconductivity",3840
"Acta Physiologiae Plantarum",3839
"Relations industrielles",3839
"Theoretical Population Biology",3839
Paraplegia,3836
"Bulletin of the Institute of Classical Studies",3834
"Drug and Alcohol Review",3832
"The Review of Economics and Statistics",3832
"British Journal of Diseases of the Chest",3826
"European Journal of Echocardiography",3822
"Cell Transplantation",3821
"Journal of Agronomy and Crop Science",3820
"Zeitschrift für Slawistik",3820
"Journal of Operations Management",3819
"European Biophysics Journal",3817
"Die Makromolekulare Chemie, Rapid Communications",3816
"Information & Management",3814
"Archives of Oto-Rhino-Laryngology",3810
"Current Opinion in Anaesthesiology",3810
"Psycho-Oncology",3810
"Journal of Pastoral Care & Counseling: Advancing theory and professional practice through scholarly and reflective publications",3808
"Toxicologic Pathology",3806
"Vistas in Astronomy",3804
"Materials Science",3803
Screen,3803
"Journal of Animal Physiology and Animal Nutrition",3802
"Nutrition Bulletin",3801
"Materials Transactions, JIM",3799
"Advances in Applied Probability",3796
"Seminars in Cell & Developmental Biology",3796
Italica,3795
"Comparative Literature",3792
"The Journal of Supercomputing",3791
"Meteoritics & Planetary Science",3790
"The Case Manager",3789
"Robotics and Autonomous Systems",3784
"The American Journal of Forensic Medicine and Pathology",3783
"Datenschutz und Datensicherheit - DuD",3782
"International Journal of Primatology",3782
"The Psychiatric Quarterly",3781
"Der Orthopäde",3780
"Hepatology Research",3780
"Dental Materials",3779
"Organic Magnetic Resonance",3778
"IEE Proceedings - Generation, Transmission and Distribution",3775
"Family Relations",3773
"Domestic Animal Endocrinology",3771
"Biochemistry and Cell Biology",3770
"Journal of Electromyography and Kinesiology",3770
"Pain Medicine",3770
"Journal of Loss Prevention in the Process Industries",3769
"Journal of Obstetrics and Gynaecology Canada",3768
"Digestive Endoscopy",3767
"Histochemistry and Cell Biology",3767
"Journal of Process Control",3767
"Knowledge-Based Systems",3766
"Die Unterrichtspraxis / Teaching German",3765
"Plant Molecular Biology Reporter",3765
Algorithmica,3764
"Basic Research in Cardiology",3764
"The Muslim World",3763
"The History Teacher",3762
"Acta Hydrochimica et Hydrobiologica",3759
"Bulletin of the Torrey Botanical Club",3758
"Journal of Comparative Physiology B",3754
Nephron,3754
Trials,3753
"Journal of Laparoendoscopic & Advanced Surgical Techniques",3752
"Studies in Religion/Sciences Religieuses",3752
"European Journal of Combinatorics",3746
Leonardo,3746
"Liver International",3745
"Optica Acta: International Journal of Optics",3745
"Revue Française de Sociologie",3745
"Clinical Microbiology Newsletter",3743
Genome,3743
"Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology",3741
Lung,3741
"Transfusion and Apheresis Science",3741
"IBM Journal of Research and Development",3740
"The Yearbook of English Studies",3739
"Journal of Environment Quality",3738
"Journal of Oral Pathology and Medicine",3734
"Progress in Biophysics and Molecular Biology",3734
"British Journal of Psychology",3733
"European Journal of Oncology Nursing",3733
"International Journal of Electrical Engineering Education",3733
"Journal of Proteomics",3733
"Journal of Biomechanical Engineering",3730
"Journal of Dispersion Science and Technology",3730
"Journal of Perinatal Medicine",3730
"Pest Management Science",3729
"Bioorganic Chemistry",3726
"European Journal of Political Research",3726
"Forum for Modern Language Studies",3723
"Canadian Psychology/Psychologie canadienne",3721
"Journal of Computer Science and Technology",3721
"Archives Of Phytopathology And Plant Protection",3719
"Contributions to Plasma Physics",3719
